index,CHECK,reference,title,year,citation,study_type,common_name,order,family,genus,species,subspecies,lifestage,count_target_average,count_target_min,count_target_max,count_flock_average,count_flock_min,count_flock_max,latitude_avg,longitude_avg,location_1,latitude_1,longitude_1,location_2,latitude_2,longitude_2,location_3,latitude_3,longitude_3,location_4,latitude_4,longitude_4,location_5,latitude_5,longitude_5,date_1,date_2,date_3,date_4,date_5,date_6,temperature_min_study,temperature_max_study,temperature_binary_study,wind_speed_min_study,wind_speed_max_study,wind_speed_binary_study,wind_direction_d,relative_wind_direction_ms,wind_direction_binary,drone,drone_type,drone_shape,drone_size_mm,drone_noise_db,db_distance_m,drone_noise_dba,dba_distance_m,drone_colour,approach_type,altitude_max,altitude_min,distance_max,distance_min,min_approach_speed_m_s,max_approach_speed_m_s,approach_speed_b,approaches_study,approaches_species_drone_lifestage_approachtype,approach_description,response_measure_1,response_measure_2,response_measure_description,result_description,minimum_successful_approach_m,maximum_unsuccessful_approach_m,html
294,,"Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.",Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight.,2018,"Reintsma, K. M., et al. (2018)",,cattle egret,Pelecaniformes,Ardeidae,Bubulcus,ibis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storm drone 6 v3,,hexacopter,530,85dB at 15m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>cattle egret</td><td><em>Bubulcus ibis</em></td><td></td><td>storm drone 6 v3</td><td></td><td></td><td></td><td>Reintsma, K. M., et al. (2018) <span class=endnote>Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.</span></td></tr>"
295,,"Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.",Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight.,2018,"Reintsma, K. M., et al. (2018)",,snowy egret,Pelecaniformes,Ardeidae,Egretta,thula,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storm drone 6 v3,,hexacopter,530,85dB at 15m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>snowy egret</td><td><em>Egretta thula</em></td><td></td><td>storm drone 6 v3</td><td></td><td></td><td></td><td>Reintsma, K. M., et al. (2018) <span class=endnote>Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.</span></td></tr>"
296,,"Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.",Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight.,2018,"Reintsma, K. M., et al. (2018)",,glossy ibis,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storm drone 6 v3,,hexacopter,530,85dB at 15m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>glossy ibis</td><td><em>Plegadis falcinellus</em></td><td></td><td>storm drone 6 v3</td><td></td><td></td><td></td><td>Reintsma, K. M., et al. (2018) <span class=endnote>Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.</span></td></tr>"
297,,"Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.",Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight.,2018,"Reintsma, K. M., et al. (2018)",,common tern,Charadriiformes,Laridae,Sterna,hirundo longipennis ,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,storm drone 6 v3,,hexacopter,530,85dB at 15m,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>common tern</td><td><em>Sterna hirundo longipennis </em></td><td></td><td>storm drone 6 v3</td><td></td><td></td><td></td><td>Reintsma, K. M., et al. (2018) <span class=endnote>Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.</span></td></tr>"
298,,"Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.",Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight.,2018,"Reintsma, K. M., et al. (2018)",,common tern,Charadriiformes,Laridae,Sterna,hirundo longipennis ,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji inspire 1 v. 2.0,,quadcopter,581,-,,,,white/black,,,,,,,,,,,,,,,,,,"<tr><td>common tern</td><td><em>Sterna hirundo longipennis </em></td><td></td><td>dji inspire 1 v. 2.0</td><td></td><td></td><td></td><td>Reintsma, K. M., et al. (2018) <span class=endnote>Reintsma, K. M., et al. (2018). ""Preliminary evaluation of behavioral response of nesting waterbirds to small unmanned aircraft flight."" Waterbirds 41(3): 326-331.</span></td></tr>"
299,,"Pöysä, H., et al. (2018). ""Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys."" European Journal of Wildlife Research 64(6): 74.",Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys.,2018,"Pöysä, H., et al. (2018)",,mallard ,Anseriformes,Anatidae,Anas,platyrhynchos,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji matrice,,quadcopter,650,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>mallard </td><td><em>Anas platyrhynchos</em></td><td></td><td>dji matrice</td><td></td><td></td><td></td><td>Pöysä, H., et al. (2018) <span class=endnote>Pöysä, H., et al. (2018). ""Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys."" European Journal of Wildlife Research 64(6): 74.</span></td></tr>"
300,,"Pöysä, H., et al. (2018). ""Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys."" European Journal of Wildlife Research 64(6): 74.",Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys.,2018,"Pöysä, H., et al. (2018)",,eurasian teal,Anseriformes,Anatidae,Anas,crecca,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji matrice,,quadcopter,650,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>eurasian teal</td><td><em>Anas crecca</em></td><td></td><td>dji matrice</td><td></td><td></td><td></td><td>Pöysä, H., et al. (2018) <span class=endnote>Pöysä, H., et al. (2018). ""Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys."" European Journal of Wildlife Research 64(6): 74.</span></td></tr>"
301,,"Pöysä, H., et al. (2018). ""Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys."" European Journal of Wildlife Research 64(6): 74.",Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys.,2018,"Pöysä, H., et al. (2018)",,common goldeneye,Anseriformes,Anatidae,Bucephala,clangula,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji matrice,,quadcopter,650,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>common goldeneye</td><td><em>Bucephala clangula</em></td><td></td><td>dji matrice</td><td></td><td></td><td></td><td>Pöysä, H., et al. (2018) <span class=endnote>Pöysä, H., et al. (2018). ""Estimating production in ducks: a comparison between ground surveys and unmanned aircraft surveys."" European Journal of Wildlife Research 64(6): 74.</span></td></tr>"
302,,"Holldorf, E. (2018). ""Avifauna ethological response to unmanned aircraft systems.""",Avifauna ethological response to unmanned aircraft systems.,2018,"Holldorf, E. (2018)",,-,-,-,-,-,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-,,-,-,-,,,,-,,,,,,,,,,,,,,,,,,"<tr><td>-</td><td><em>- -</em></td><td></td><td>-</td><td></td><td></td><td></td><td>Holldorf, E. (2018) <span class=endnote>Holldorf, E. (2018). ""Avifauna ethological response to unmanned aircraft systems.""</span></td></tr>"
303,,"Brisson-Curadeau, É. (2018). ""Using the Thick-Billed Murre (Uria lomvia) as an Indicator Species of Arctic Marine Ecosystems, McGill University (Canada).""","Using the Thick-Billed Murre (Uria lomvia) as an Indicator Species of Arctic Marine Ecosystems, McGill University (Canada).",2018,"Brisson-Curadeau, É. (2018)",,thick-billed murre,Charadriiformes,Alcidae,Uria,lomvia,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>thick-billed murre</td><td><em>Uria lomvia</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Brisson-Curadeau, É. (2018) <span class=endnote>Brisson-Curadeau, É. (2018). ""Using the Thick-Billed Murre (Uria lomvia) as an Indicator Species of Arctic Marine Ecosystems, McGill University (Canada).""</span></td></tr>"
304,,"Bevan, E., et al. (2018). ""Measuring behavioral responses of sea turtles, saltwater crocodiles, and crested terns to drone disturbance to define ethical operating thresholds."" PloS one 13(3).","Measuring behavioral responses of sea turtles, saltwater crocodiles, and crested terns to drone disturbance to define ethical operating thresholds.",2018,"Bevan, E., et al. (2018)",,greater crested tern,Charadriiformes,Laridae,Thalasseus,bergii,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4 pro,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>greater crested tern</td><td><em>Thalasseus bergii</em></td><td></td><td>dji phantom 4 pro</td><td></td><td></td><td></td><td>Bevan, E., et al. (2018) <span class=endnote>Bevan, E., et al. (2018). ""Measuring behavioral responses of sea turtles, saltwater crocodiles, and crested terns to drone disturbance to define ethical operating thresholds."" PloS one 13(3).</span></td></tr>"
305,,"Barr, J. R., et al. (2018). ""Detectability and visibility biases associated with using a consumer‐grade unmanned aircraft to survey nesting colonial waterbirds."" Journal of Field Ornithology 89(3): 242-257.",Detectability and visibility biases associated with using a consumer‐grade unmanned aircraft to survey nesting colonial waterbirds.,2018,"Barr, J. R., et al. (2018)",,decoy,-,-,-,-,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 3 pro,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>decoy</td><td><em>- -</em></td><td></td><td>dji phantom 3 pro</td><td></td><td></td><td></td><td>Barr, J. R., et al. (2018) <span class=endnote>Barr, J. R., et al. (2018). ""Detectability and visibility biases associated with using a consumer‐grade unmanned aircraft to survey nesting colonial waterbirds."" Journal of Field Ornithology 89(3): 242-257.</span></td></tr>"
306,,"Barnas, A., et al. (2018). ""Evaluating behavioral responses of nesting lesser snow geese to unmanned aircraft surveys."" Ecology and evolution 8(2): 1328-1338.",Evaluating behavioral responses of nesting lesser snow geese to unmanned aircraft surveys.,2018,"Barnas, A., et al. (2018)",,lesser snow goose,Anseriformes,Anatidae,Anser,caerulescens,caerulescens,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,trimble ux5,,fixed wing,1000,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>lesser snow goose</td><td><em>Anser caerulescens</em></td><td></td><td>trimble ux5</td><td></td><td></td><td></td><td>Barnas, A., et al. (2018) <span class=endnote>Barnas, A., et al. (2018). ""Evaluating behavioral responses of nesting lesser snow geese to unmanned aircraft surveys."" Ecology and evolution 8(2): 1328-1338.</span></td></tr>"
307,,"Albores-Barajas, Y. V., et al. (2018). ""A new use of technology to solve an old problem: Estimating the population size of a burrow nesting seabird."" PloS one 13(9).",A new use of technology to solve an old problem: Estimating the population size of a burrow nesting seabird.,2018,"Albores-Barajas, Y. V., et al. (2018)",,black-vented shearwater,Procellariiformes,Procellariidae,Puffinus,opisthomelas,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 3,,quadcopter,350,60dB at 2m,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>black-vented shearwater</td><td><em>Puffinus opisthomelas</em></td><td></td><td>dji phantom 3</td><td></td><td></td><td></td><td>Albores-Barajas, Y. V., et al. (2018) <span class=endnote>Albores-Barajas, Y. V., et al. (2018). ""A new use of technology to solve an old problem: Estimating the population size of a burrow nesting seabird."" PloS one 13(9).</span></td></tr>"
308,,"Afán, I., et al. (2018). ""Drone Monitoring of Breeding Waterbird Populations: The Case of the Glossy Ibis.""",Drone Monitoring of Breeding Waterbird Populations: The Case of the Glossy Ibis.,2018,"Afán, I., et al. (2018)",,glossy ibis,Pelecaniformes,Threskiornithidae,Plegadis,falcinellus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4 pro,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>glossy ibis</td><td><em>Plegadis falcinellus</em></td><td></td><td>dji phantom 4 pro</td><td></td><td></td><td></td><td>Afán, I., et al. (2018) <span class=endnote>Afán, I., et al. (2018). ""Drone Monitoring of Breeding Waterbird Populations: The Case of the Glossy Ibis.""</span></td></tr>"
309,,"Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).",Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych.,2017,"Zbyryt, A. and S. Menderski (2017)",,grey heron,Pelecaniformes,Ardeidae,Ardea,cinerea,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 3,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>grey heron</td><td><em>Ardea cinerea</em></td><td></td><td>dji phantom 3</td><td></td><td></td><td></td><td>Zbyryt, A. and S. Menderski (2017) <span class=endnote>Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).</span></td></tr>"
310,,"Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).",Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych.,2017,"Zbyryt, A. and S. Menderski (2017)",,great egret,Pelecaniformes,Ardeidae,Ardea,alba,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 3,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>great egret</td><td><em>Ardea alba</em></td><td></td><td>dji phantom 3</td><td></td><td></td><td></td><td>Zbyryt, A. and S. Menderski (2017) <span class=endnote>Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).</span></td></tr>"
311,,"Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).",Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych.,2017,"Zbyryt, A. and S. Menderski (2017)",,grey heron,Pelecaniformes,Ardeidae,Ardea,cinerea,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>grey heron</td><td><em>Ardea cinerea</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Zbyryt, A. and S. Menderski (2017) <span class=endnote>Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).</span></td></tr>"
312,,"Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).",Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych.,2017,"Zbyryt, A. and S. Menderski (2017)",,great egret,Pelecaniformes,Ardeidae,Ardea,alba,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>great egret</td><td><em>Ardea alba</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Zbyryt, A. and S. Menderski (2017) <span class=endnote>Zbyryt, A. and S. Menderski (2017). ""Wskazówki metodyczne do inwentaryzacji gniazd czapli siwej Ardea cinerea i czapli białej A. alba w koloniach lęgowych."" Ornis Polonica 58(3).</span></td></tr>"
313,,"Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.",The feasibility of counting songbirds using unmanned aerial vehicles.,2017,"Wilson, A. M., et al. (2017)",,wood thrush ,Passeriformes,Turdidae,Hylocichla,mustelina,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>wood thrush </td><td><em>Hylocichla mustelina</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>Wilson, A. M., et al. (2017) <span class=endnote>Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.</span></td></tr>"
314,,"Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.",The feasibility of counting songbirds using unmanned aerial vehicles.,2017,"Wilson, A. M., et al. (2017)",,eastern towhee ,Passeriformes,Passerellidae,Pipilo,erythrophthalmus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>eastern towhee </td><td><em>Pipilo erythrophthalmus</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>Wilson, A. M., et al. (2017) <span class=endnote>Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.</span></td></tr>"
315,,"Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.",The feasibility of counting songbirds using unmanned aerial vehicles.,2017,"Wilson, A. M., et al. (2017)",,chipping sparrow,Passeriformes,Passerellidae,Spizella,passerina,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>chipping sparrow</td><td><em>Spizella passerina</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>Wilson, A. M., et al. (2017) <span class=endnote>Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.</span></td></tr>"
316,,"Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.",The feasibility of counting songbirds using unmanned aerial vehicles.,2017,"Wilson, A. M., et al. (2017)",,song sparrow ,Passeriformes,Passerellidae,Melospiza,melodia,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>song sparrow </td><td><em>Melospiza melodia</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>Wilson, A. M., et al. (2017) <span class=endnote>Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.</span></td></tr>"
317,,"Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.",The feasibility of counting songbirds using unmanned aerial vehicles.,2017,"Wilson, A. M., et al. (2017)",,eastern meadowlark ,Passeriformes,Icteridae,Sturnella,magna,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 2,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>eastern meadowlark </td><td><em>Sturnella magna</em></td><td></td><td>dji phantom 2</td><td></td><td></td><td></td><td>Wilson, A. M., et al. (2017) <span class=endnote>Wilson, A. M., et al. (2017). ""The feasibility of counting songbirds using unmanned aerial vehicles."" The auk 134(2): 350-362.</span></td></tr>"
